"","datetime","season","holiday","workingday","weather","temp","atemp","humidity","windspeed"
"1736","2011-04-18 05:00:00",2,0,1,1,16.4,20.455,76,6.0032
"1738","2011-04-18 07:00:00",2,0,1,1,18.86,22.725,63,0
"1758","2011-04-19 03:00:00",2,0,1,1,19.68,23.485,63,15.0013
"1759","2011-04-19 04:00:00",2,0,1,1,18.86,22.725,67,6.0032
"1765","2011-04-19 10:00:00",2,0,1,2,20.5,24.24,72,15.0013
"1767","2011-04-19 12:00:00",2,0,1,2,22.14,25.76,64,6.0032
"1774","2011-04-19 19:00:00",2,0,1,2,20.5,24.24,72,12.998
"1777","2011-04-19 22:00:00",2,0,1,1,19.68,23.485,77,6.0032
"1778","2011-04-19 23:00:00",2,0,1,1,18.86,22.725,88,6.0032
"1784","2011-05-01 05:00:00",2,0,0,1,16.4,20.455,82,6.0032
"1789","2011-05-01 10:00:00",2,0,0,2,19.68,23.485,63,12.998
"1790","2011-05-01 11:00:00",2,0,0,1,18.86,22.725,82,7.0015
"1798","2011-05-01 19:00:00",2,0,0,2,18.86,22.725,84,7.0015
"1805","2011-05-02 02:00:00",2,0,1,2,18.04,21.97,77,15.0013
"1807","2011-05-02 04:00:00",2,0,1,1,18.04,21.97,77,11.0014
"1808","2011-05-02 05:00:00",2,0,1,2,18.04,21.97,77,8.9981
"1809","2011-05-02 06:00:00",2,0,1,1,18.04,21.97,88,7.0015
"1813","2011-05-02 10:00:00",2,0,1,2,22.14,25.76,77,15.0013
"1824","2011-05-02 21:00:00",2,0,1,2,24.6,29.545,73,7.0015
"1830","2011-05-03 03:00:00",2,0,1,1,22.14,25.76,83,19.0012
"1831","2011-05-03 04:00:00",2,0,1,1,21.32,25,88,15.0013
"1838","2011-05-03 11:00:00",2,0,1,2,27.06,31.06,65,22.0028
"1839","2011-05-03 12:00:00",2,0,1,2,27.88,31.82,61,32.9975
"1842","2011-05-03 15:00:00",2,0,1,2,28.7,32.575,58,30.0026
"1849","2011-05-03 22:00:00",2,0,1,2,23.78,27.275,60,26.0027
"1850","2011-05-03 23:00:00",2,0,1,2,22.96,26.515,68,22.0028
"1858","2011-05-04 07:00:00",2,0,1,3,13.94,15.15,93,23.9994
"1860","2011-05-04 09:00:00",2,0,1,3,13.94,15.15,93,23.9994
"1866","2011-05-04 15:00:00",2,0,1,1,19.68,23.485,51,27.9993
"1875","2011-05-05 00:00:00",2,0,1,1,14.76,17.425,66,12.998
"1880","2011-05-05 05:00:00",2,0,1,1,13.94,15.91,66,16.9979
"1883","2011-05-05 08:00:00",2,0,1,1,17.22,21.21,50,16.9979
"1885","2011-05-05 10:00:00",2,0,1,1,20.5,24.24,39,19.0012
"1894","2011-05-05 19:00:00",2,0,1,1,22.14,25.76,28,15.0013
"1896","2011-05-05 21:00:00",2,0,1,1,20.5,24.24,36,12.998
"1900","2011-05-06 01:00:00",2,0,1,1,16.4,20.455,62,11.0014
"1905","2011-05-06 06:00:00",2,0,1,1,14.76,18.18,81,6.0032
"1909","2011-05-06 10:00:00",2,0,1,2,22.14,25.76,49,22.0028
"1916","2011-05-06 17:00:00",2,0,1,1,23.78,27.275,40,23.9994
"1924","2011-05-07 01:00:00",2,0,0,1,17.22,21.21,82,7.0015
"1925","2011-05-07 02:00:00",2,0,0,1,17.22,21.21,82,6.0032
"1926","2011-05-07 03:00:00",2,0,0,1,17.22,21.21,77,6.0032
"1929","2011-05-07 06:00:00",2,0,0,1,17.22,21.21,77,6.0032
"1932","2011-05-07 09:00:00",2,0,0,1,22.14,25.76,49,19.0012
"1933","2011-05-07 10:00:00",2,0,0,1,22.96,26.515,49,19.9995
"1949","2011-05-08 02:00:00",2,0,0,1,19.68,23.485,63,0
"1953","2011-05-08 06:00:00",2,0,0,2,18.04,21.97,82,0
"1959","2011-05-08 12:00:00",2,0,0,1,24.6,31.06,46,6.0032
"1972","2011-05-09 01:00:00",2,0,1,1,18.04,21.97,88,0
"1973","2011-05-09 02:00:00",2,0,1,1,18.04,21.97,94,0
"1977","2011-05-09 06:00:00",2,0,1,1,18.04,21.97,72,16.9979
"1978","2011-05-09 07:00:00",2,0,1,1,19.68,23.485,63,16.9979
"1986","2011-05-09 15:00:00",2,0,1,1,25.42,31.06,41,15.0013
"1987","2011-05-09 16:00:00",2,0,1,1,26.24,31.06,38,15.0013
"1993","2011-05-09 22:00:00",2,0,1,1,21.32,25,68,6.0032
"1994","2011-05-09 23:00:00",2,0,1,1,20.5,24.24,68,6.0032
"1995","2011-05-10 00:00:00",2,0,1,1,19.68,23.485,63,0
"2000","2011-05-10 05:00:00",2,0,1,1,16.4,20.455,66,15.0013
"2008","2011-05-10 13:00:00",2,0,1,2,25.42,31.06,38,16.9979
"2015","2011-05-10 20:00:00",2,0,1,1,22.14,25.76,60,8.9981
"2023","2011-05-11 04:00:00",2,0,1,2,19.68,23.485,88,8.9981
"2029","2011-05-11 10:00:00",2,0,1,1,22.14,25.76,68,6.0032
"2031","2011-05-11 12:00:00",2,0,1,1,24.6,31.06,56,0
"2032","2011-05-11 13:00:00",2,0,1,1,25.42,31.06,50,0
"2038","2011-05-11 19:00:00",2,0,1,1,22.96,26.515,52,8.9981
"2058","2011-05-12 15:00:00",2,0,1,2,26.24,31.06,53,16.9979
"2059","2011-05-12 16:00:00",2,0,1,2,26.24,31.06,57,16.9979
"2069","2011-05-13 02:00:00",2,0,1,2,20.5,24.24,88,8.9981
"2070","2011-05-13 03:00:00",2,0,1,2,20.5,24.24,88,8.9981
"2071","2011-05-13 04:00:00",2,0,1,3,20.5,24.24,88,11.0014
"2075","2011-05-13 08:00:00",2,0,1,2,20.5,24.24,88,12.998
"2077","2011-05-13 10:00:00",2,0,1,2,21.32,25,83,8.9981
"2085","2011-05-13 18:00:00",2,0,1,3,21.32,25,88,11.0014
"2089","2011-05-13 22:00:00",2,0,1,2,21.32,25,83,15.0013
"2091","2011-05-14 00:00:00",2,0,0,2,20.5,24.24,88,8.9981
"2106","2011-05-14 15:00:00",2,0,0,2,22.14,25.76,94,11.0014
"2107","2011-05-14 16:00:00",2,0,0,2,22.14,25.76,94,12.998
"2112","2011-05-14 21:00:00",2,0,0,3,22.14,25.76,94,15.0013
"2114","2011-05-14 23:00:00",2,0,0,3,21.32,25,100,12.998
"2128","2011-05-15 13:00:00",2,0,0,1,25.42,29.545,73,19.0012
"2129","2011-05-15 14:00:00",2,0,0,1,26.24,30.305,73,12.998
"2132","2011-05-15 17:00:00",2,0,0,3,22.96,26.515,78,23.9994
"2134","2011-05-15 19:00:00",2,0,0,1,22.96,26.515,83,7.0015
"2135","2011-05-15 20:00:00",2,0,0,1,22.14,25.76,88,0
"2137","2011-05-15 22:00:00",2,0,0,1,22.96,26.515,83,0
"2140","2011-05-16 01:00:00",2,0,1,1,21.32,25,94,8.9981
"2154","2011-05-16 15:00:00",2,0,1,1,29.52,33.335,51,0
"2155","2011-05-16 16:00:00",2,0,1,3,24.6,28.79,78,16.9979
"2156","2011-05-16 17:00:00",2,0,1,1,23.78,27.275,88,15.0013
"2160","2011-05-16 21:00:00",2,0,1,1,23.78,27.275,83,0
"2163","2011-05-17 00:00:00",2,0,1,2,22.96,26.515,88,0
"2164","2011-05-17 01:00:00",2,0,1,3,22.96,26.515,88,0
"2189","2011-05-18 02:00:00",2,0,1,3,21.32,25,94,15.0013
"2191","2011-05-18 04:00:00",2,0,1,3,21.32,25,94,19.9995
"2193","2011-05-18 06:00:00",2,0,1,1,21.32,25,100,8.9981
"2201","2011-05-18 14:00:00",2,0,1,2,23.78,27.275,78,19.0012
"2202","2011-05-18 15:00:00",2,0,1,1,24.6,28.79,78,16.9979
"2210","2011-05-18 23:00:00",2,0,1,1,21.32,25,94,6.0032
"2214","2011-05-19 03:00:00",2,0,1,1,19.68,23.485,100,0
"2222","2011-05-19 11:00:00",2,0,1,3,22.14,25.76,88,11.0014
"2224","2011-05-19 13:00:00",2,0,1,3,23.78,27.275,64,16.9979
"2225","2011-05-19 14:00:00",2,0,1,3,22.14,25.76,73,12.998
"2232","2011-05-19 21:00:00",2,0,1,1,22.14,25.76,77,19.0012
"2236","2011-06-01 01:00:00",2,0,1,1,28.7,33.335,84,16.9979
"2240","2011-06-01 05:00:00",2,0,1,2,27.06,29.545,89,6.0032
"2241","2011-06-01 06:00:00",2,0,1,2,27.88,31.82,89,6.0032
"2242","2011-06-01 07:00:00",2,0,1,2,28.7,33.335,79,11.0014
"2246","2011-06-01 11:00:00",2,0,1,2,33.62,40.15,59,15.0013
"2251","2011-06-01 16:00:00",2,0,1,1,35.26,40.15,47,19.9995
"2255","2011-06-01 20:00:00",2,0,1,2,30.34,35.605,79,16.9979
"2256","2011-06-01 21:00:00",2,0,1,1,30.34,34.85,70,19.0012
"2263","2011-06-02 04:00:00",2,0,1,1,27.06,31.06,41,12.998
"2270","2011-06-02 11:00:00",2,0,1,1,30.34,32.575,28,26.0027
"2278","2011-06-02 19:00:00",2,0,1,1,29.52,31.82,23,19.9995
"2285","2011-06-03 02:00:00",2,0,1,1,22.96,26.515,43,15.0013
"2293","2011-06-03 10:00:00",2,0,1,1,25.42,31.06,33,16.9979
"2305","2011-06-03 22:00:00",2,0,1,1,25.42,31.06,35,0
"2309","2011-06-04 02:00:00",2,0,0,1,22.14,25.76,56,12.998
"2313","2011-06-04 06:00:00",2,0,0,1,22.14,25.76,60,0
"2314","2011-06-04 07:00:00",2,0,0,1,22.96,26.515,56,0
"2318","2011-06-04 11:00:00",2,0,0,1,27.06,31.06,36,8.9981
"2334","2011-06-05 03:00:00",2,0,0,2,25.42,30.305,65,11.0014
"2335","2011-06-05 04:00:00",2,0,0,2,25.42,30.305,65,11.0014
"2338","2011-06-05 07:00:00",2,0,0,2,24.6,29.545,73,16.9979
"2353","2011-06-05 22:00:00",2,0,0,1,26.24,29.545,78,15.0013
"2359","2011-06-06 04:00:00",2,0,1,1,22.96,26.515,94,7.0015
"2361","2011-06-06 06:00:00",2,0,1,1,23.78,27.275,88,0
"2363","2011-06-06 08:00:00",2,0,1,1,26.24,30.305,73,6.0032
"2365","2011-06-06 10:00:00",2,0,1,1,29.52,33.335,51,15.0013
"2369","2011-06-06 14:00:00",2,0,1,1,31.98,34.09,31,8.9981
"2371","2011-06-06 16:00:00",2,0,1,1,31.16,33.335,33,8.9981
"2375","2011-06-06 20:00:00",2,0,1,1,27.88,31.82,61,8.9981
"2379","2011-06-07 00:00:00",2,0,1,1,26.24,30.305,65,6.0032
"2386","2011-06-07 07:00:00",2,0,1,2,26.24,30.305,69,12.998
"2390","2011-06-07 11:00:00",2,0,1,2,31.16,34.85,52,16.9979
"2391","2011-06-07 12:00:00",2,0,1,2,32.8,36.365,46,19.0012
"2395","2011-06-07 16:00:00",2,0,1,1,32.8,35.605,38,15.0013
"2399","2011-06-07 20:00:00",2,0,1,1,30.34,34.09,56,8.9981
"2402","2011-06-07 23:00:00",2,0,1,1,27.88,31.82,79,7.0015
"2403","2011-06-08 00:00:00",2,0,1,1,27.06,29.545,89,8.9981
"2411","2011-06-08 08:00:00",2,0,1,1,31.16,35.605,58,11.0014
"2417","2011-06-08 14:00:00",2,0,1,1,37.72,43.94,40,16.9979
"2420","2011-06-08 17:00:00",2,0,1,1,37.72,42.425,35,15.0013
"2426","2011-06-08 23:00:00",2,0,1,1,31.16,37.12,75,12.998
"2435","2011-06-09 08:00:00",2,0,1,2,31.16,36.365,70,7.0015
"2437","2011-06-09 10:00:00",2,0,1,1,35.26,40.91,50,19.0012
"2446","2011-06-09 19:00:00",2,0,1,2,34.44,37.12,39,22.0028
"2450","2011-06-09 23:00:00",2,0,1,2,30.34,34.85,57,11.0014
"2452","2011-06-10 01:00:00",2,0,1,3,28.7,32.575,65,15.0013
"2454","2011-06-10 03:00:00",2,0,1,1,27.88,31.82,69,11.0014
"2455","2011-06-10 04:00:00",2,0,1,1,27.06,30.305,78,11.0014
"2465","2011-06-10 14:00:00",2,0,1,1,35.26,38.635,39,0
"2473","2011-06-10 22:00:00",2,0,1,1,29.52,34.85,74,16.9979
"2474","2011-06-10 23:00:00",2,0,1,1,29.52,34.85,74,11.0014
"2476","2011-06-11 01:00:00",2,0,0,1,28.7,33.335,79,6.0032
"2479","2011-06-11 04:00:00",2,0,0,1,27.88,31.82,79,6.0032
"2481","2011-06-11 06:00:00",2,0,0,1,28.7,32.575,61,8.9981
"2483","2011-06-11 08:00:00",2,0,0,1,30.34,34.09,58,12.998
"2487","2011-06-11 12:00:00",2,0,0,1,32.8,37.88,55,15.0013
"2488","2011-06-11 13:00:00",2,0,0,1,32.8,37.88,55,12.998
"2491","2011-06-11 16:00:00",2,0,0,2,32.8,36.365,46,12.998
"2509","2011-06-12 10:00:00",2,0,0,1,31.16,35.605,58,6.0032
"2519","2011-06-12 20:00:00",2,0,0,1,27.06,30.305,83,11.0014
"2525","2011-06-13 02:00:00",2,0,1,1,25.42,29.545,73,19.0012
"2526","2011-06-13 03:00:00",2,0,1,1,24.6,30.305,60,32.9975
"2532","2011-06-13 09:00:00",2,0,1,1,25.42,31.06,46,23.9994
"2534","2011-06-13 11:00:00",2,0,1,1,27.06,31.06,41,19.9995
"2540","2011-06-13 17:00:00",2,0,1,1,28.7,31.82,39,22.0028
"2542","2011-06-13 19:00:00",2,0,1,1,27.06,31.06,39,19.0012
"2559","2011-06-14 12:00:00",2,0,1,1,26.24,31.06,41,23.9994
"2574","2011-06-15 03:00:00",2,0,1,1,20.5,24.24,68,16.9979
"2577","2011-06-15 06:00:00",2,0,1,1,20.5,24.24,63,16.9979
"2579","2011-06-15 08:00:00",2,0,1,1,23.78,27.275,53,8.9981
"2586","2011-06-15 15:00:00",2,0,1,1,31.16,33.335,27,0
"2591","2011-06-15 20:00:00",2,0,1,1,27.06,31.06,44,11.0014
"2593","2011-06-15 22:00:00",2,0,1,1,25.42,31.06,50,7.0015
"2595","2011-06-16 00:00:00",2,0,1,1,24.6,31.06,56,7.0015
"2601","2011-06-16 06:00:00",2,0,1,3,23.78,27.275,73,11.0014
"2611","2011-06-16 16:00:00",2,0,1,3,27.06,31.06,69,12.998
"2622","2011-06-17 03:00:00",2,0,1,1,22.96,26.515,94,7.0015
"2624","2011-06-17 05:00:00",2,0,1,1,22.14,25.76,100,0
"2626","2011-06-17 07:00:00",2,0,1,1,24.6,28.03,83,0
"2632","2011-06-17 13:00:00",2,0,1,1,30.34,34.09,62,19.0012
"2637","2011-06-17 18:00:00",2,0,1,3,31.16,34.09,40,12.998
"2641","2011-06-17 22:00:00",2,0,1,1,25.42,28.03,88,8.9981
"2644","2011-06-18 01:00:00",2,0,0,1,25.42,28.79,83,7.0015
"2648","2011-06-18 05:00:00",2,0,0,1,25.42,28.79,83,0
"2661","2011-06-18 18:00:00",2,0,0,2,30.34,34.09,55,12.998
"2669","2011-06-19 02:00:00",2,0,0,1,27.88,31.82,74,6.0032
"2674","2011-06-19 07:00:00",2,0,0,2,27.06,30.305,78,11.0014
"2681","2011-06-19 14:00:00",2,0,0,3,30.34,34.09,58,7.0015
"2696","2011-07-01 05:00:00",3,0,1,1,24.6,30.305,64,8.9981
"2699","2011-07-01 08:00:00",3,0,1,1,28.7,31.82,42,11.0014
"2703","2011-07-01 12:00:00",3,0,1,1,32.8,34.85,26,0
"2709","2011-07-01 18:00:00",3,0,1,1,32.8,34.09,24,16.9979
"2710","2011-07-01 19:00:00",3,0,1,1,31.98,33.335,25,12.998
"2712","2011-07-01 21:00:00",3,0,1,1,28.7,31.82,45,12.998
"2713","2011-07-01 22:00:00",3,0,1,1,28.7,31.82,42,0
"2714","2011-07-01 23:00:00",3,0,1,1,27.88,31.82,47,6.0032
"2741","2011-07-03 02:00:00",3,0,0,1,28.7,32.575,58,12.998
"2752","2011-07-03 13:00:00",3,0,0,1,32.8,38.635,59,15.0013
"2756","2011-07-03 17:00:00",3,0,0,3,32.8,37.12,49,56.9969
"2757","2011-07-03 18:00:00",3,0,0,3,32.8,37.12,49,56.9969
"2767","2011-07-04 04:00:00",3,1,0,2,27.06,30.305,78,6.0032
"2770","2011-07-04 07:00:00",3,1,0,1,27.06,30.305,83,8.9981
"2773","2011-07-04 10:00:00",3,1,0,2,31.16,34.85,55,6.0032
"2775","2011-07-04 12:00:00",3,1,0,2,31.98,35.605,52,0
"2779","2011-07-04 16:00:00",3,1,0,1,33.62,37.12,41,0
"2792","2011-07-05 05:00:00",3,0,1,1,27.06,31.06,69,0
"2795","2011-07-05 08:00:00",3,0,1,1,29.52,34.09,62,8.9981
"2797","2011-07-05 10:00:00",3,0,1,1,31.16,34.85,52,7.0015
"2800","2011-07-05 13:00:00",3,0,1,1,33.62,37.12,43,7.0015
"2803","2011-07-05 16:00:00",3,0,1,1,33.62,37.88,46,7.0015
"2808","2011-07-05 21:00:00",3,0,1,1,31.98,37.12,62,16.9979
"2814","2011-07-06 03:00:00",3,0,1,1,28.7,33.335,79,0
"2815","2011-07-06 04:00:00",3,0,1,2,27.88,31.82,83,6.0032
"2820","2011-07-06 09:00:00",3,0,1,3,28.7,33.335,79,12.998
"2821","2011-07-06 10:00:00",3,0,1,3,28.7,33.335,79,6.0032
"2843","2011-07-07 08:00:00",3,0,1,2,28.7,33.335,79,12.998
"2850","2011-07-07 15:00:00",3,0,1,1,35.26,39.395,41,16.9979
"2862","2011-07-08 03:00:00",3,0,1,1,27.88,31.82,79,7.0015
"2863","2011-07-08 04:00:00",3,0,1,1,28.7,33.335,79,16.9979
"2864","2011-07-08 05:00:00",3,0,1,1,27.88,31.82,79,16.9979
"2865","2011-07-08 06:00:00",3,0,1,1,28.7,33.335,74,7.0015
"2868","2011-07-08 09:00:00",3,0,1,2,31.16,36.365,70,19.9995
"2871","2011-07-08 12:00:00",3,0,1,2,31.16,36.365,70,19.0012
"2874","2011-07-08 15:00:00",3,0,1,2,32.8,39.395,63,23.9994
"2881","2011-07-08 22:00:00",3,0,1,2,27.06,30.305,78,12.998
"2882","2011-07-08 23:00:00",3,0,1,2,27.06,30.305,78,6.0032
"2895","2011-07-09 12:00:00",3,0,0,1,32.8,36.365,46,16.9979
"2907","2011-07-10 00:00:00",3,0,0,1,28.7,32.575,61,11.0014
"2919","2011-07-10 12:00:00",3,0,0,1,33.62,37.88,46,19.0012
"2925","2011-07-10 18:00:00",3,0,0,1,33.62,37.12,43,19.0012
"2933","2011-07-11 02:00:00",3,0,1,1,28.7,32.575,61,15.0013
"2935","2011-07-11 04:00:00",3,0,1,1,27.06,31.06,74,15.0013
"2938","2011-07-11 07:00:00",3,0,1,1,28.7,33.335,74,16.9979
"2939","2011-07-11 08:00:00",3,0,1,1,30.34,34.85,66,19.0012
"2945","2011-07-11 14:00:00",3,0,1,1,35.26,41.665,53,19.0012
"2949","2011-07-11 18:00:00",3,0,1,1,35.26,41.665,53,26.0027
"2951","2011-07-11 20:00:00",3,0,1,1,29.52,34.85,74,27.9993
"2954","2011-07-11 23:00:00",3,0,1,1,28.7,33.335,79,8.9981
"2956","2011-07-12 01:00:00",3,0,1,1,28.7,33.335,79,6.0032
"2958","2011-07-12 03:00:00",3,0,1,2,28.7,33.335,79,0
"2960","2011-07-12 05:00:00",3,0,1,1,28.7,33.335,79,6.0032
"2961","2011-07-12 06:00:00",3,0,1,1,30.34,34.09,58,15.0013
"2969","2011-07-12 14:00:00",3,0,1,1,36.9,42.425,42,19.9995
"2970","2011-07-12 15:00:00",3,0,1,1,36.9,42.425,42,23.9994
"2979","2011-07-13 00:00:00",3,0,1,1,31.16,35.605,62,0
"2980","2011-07-13 01:00:00",3,0,1,1,31.16,34.85,55,0
"2981","2011-07-13 02:00:00",3,0,1,1,31.16,34.85,55,0
"2983","2011-07-13 04:00:00",3,0,1,1,30.34,34.09,58,16.9979
"2986","2011-07-13 07:00:00",3,0,1,1,31.16,34.85,55,16.9979
"2989","2011-07-13 10:00:00",3,0,1,1,33.62,37.88,46,12.998
"2994","2011-07-13 15:00:00",3,0,1,3,26.24,28.03,94,8.9981
"3002","2011-07-13 23:00:00",3,0,1,1,27.06,30.305,83,16.9979
"3009","2011-07-14 06:00:00",3,0,1,1,24.6,30.305,60,15.0013
"3010","2011-07-14 07:00:00",3,0,1,1,25.42,31.06,53,16.9979
"3018","2011-07-14 15:00:00",3,0,1,1,31.16,33.335,33,19.9995
"3022","2011-07-14 19:00:00",3,0,1,1,29.52,32.575,39,15.0013
"3026","2011-07-14 23:00:00",3,0,1,1,26.24,30.305,65,16.9979
"3027","2011-07-15 00:00:00",3,0,1,1,25.42,29.545,73,15.0013
"3030","2011-07-15 03:00:00",3,0,1,1,24.6,29.545,73,12.998
"3032","2011-07-15 05:00:00",3,0,1,1,24.6,29.545,73,8.9981
"3036","2011-07-15 09:00:00",3,0,1,1,27.88,31.82,54,12.998
"3043","2011-07-15 16:00:00",3,0,1,1,29.52,33.335,51,12.998
"3045","2011-07-15 18:00:00",3,0,1,1,29.52,32.575,45,15.0013
"3052","2011-07-16 01:00:00",3,0,0,1,24.6,29.545,69,7.0015
"3060","2011-07-16 09:00:00",3,0,0,1,28.7,32.575,54,15.0013
"3073","2011-07-16 22:00:00",3,0,0,1,28.7,32.575,65,19.0012
"3074","2011-07-16 23:00:00",3,0,0,1,27.88,31.82,61,15.0013
"3079","2011-07-17 04:00:00",3,0,0,1,25.42,29.545,73,11.0014
"3082","2011-07-17 07:00:00",3,0,0,1,26.24,30.305,73,11.0014
"3085","2011-07-17 10:00:00",3,0,0,1,30.34,34.09,60,15.0013
"3089","2011-07-17 14:00:00",3,0,0,1,32.8,37.12,49,23.9994
"3092","2011-07-17 17:00:00",3,0,0,1,32.8,37.12,49,26.0027
"3093","2011-07-17 18:00:00",3,0,0,1,32.8,36.365,46,19.9995
"3101","2011-07-18 02:00:00",3,0,1,1,27.06,30.305,83,15.0013
"3108","2011-07-18 09:00:00",3,0,1,1,30.34,34.85,67,15.0013
"3112","2011-07-18 13:00:00",3,0,1,1,33.62,39.395,56,16.9979
"3113","2011-07-18 14:00:00",3,0,1,1,33.62,39.395,56,22.0028
"3125","2011-07-19 02:00:00",3,0,1,1,29.52,34.09,70,11.0014
"3132","2011-07-19 09:00:00",3,0,1,2,32.8,39.395,63,8.9981
"3135","2011-07-19 12:00:00",3,0,1,1,34.44,40.91,56,6.0032
"3137","2011-07-19 14:00:00",3,0,1,1,35.26,40.91,50,12.998
"3138","2011-07-19 15:00:00",3,0,1,1,36.08,40.91,44,12.998
"3140","2011-07-19 17:00:00",3,0,1,1,32.8,40.15,66,0
"3145","2011-07-19 22:00:00",3,0,1,1,30.34,35.605,74,0
"3153","2011-08-01 06:00:00",3,0,1,1,27.06,30.305,83,6.0032
"3156","2011-08-01 09:00:00",3,0,1,1,33.62,37.12,41,0
"3157","2011-08-01 10:00:00",3,0,1,1,35.26,37.88,36,11.0014
"3160","2011-08-01 13:00:00",3,0,1,1,36.9,40.15,31,19.9995
"3167","2011-08-01 20:00:00",3,0,1,1,29.52,34.09,62,15.0013
"3171","2011-08-02 00:00:00",3,0,1,1,27.06,31.06,74,0
"3179","2011-08-02 08:00:00",3,0,1,1,30.34,34.09,58,19.0012
"3180","2011-08-02 09:00:00",3,0,1,1,31.98,34.85,46,19.9995
"3185","2011-08-02 14:00:00",3,0,1,1,36.9,38.635,25,19.0012
"3190","2011-08-02 19:00:00",3,0,1,2,35.26,37.88,36,15.0013
"3191","2011-08-02 20:00:00",3,0,1,2,33.62,37.88,46,16.9979
"3197","2011-08-03 02:00:00",3,0,1,2,31.98,35.605,49,11.0014
"3210","2011-08-03 15:00:00",3,0,1,2,28.7,33.335,79,8.9981
"3211","2011-08-03 16:00:00",3,0,1,3,27.88,31.82,79,0
"3225","2011-08-04 06:00:00",3,0,1,2,27.88,31.82,89,19.9995
"3228","2011-08-04 09:00:00",3,0,1,1,29.52,34.85,74,22.0028
"3237","2011-08-04 18:00:00",3,0,1,1,28.7,33.335,74,19.9995
"3243","2011-08-05 00:00:00",3,0,1,1,27.06,31.06,74,7.0015
"3253","2011-08-05 10:00:00",3,0,1,1,30.34,34.09,55,8.9981
"3268","2011-08-06 01:00:00",3,0,0,1,27.06,30.305,78,11.0014
"3278","2011-08-06 11:00:00",3,0,0,1,31.98,37.12,62,15.0013
"3282","2011-08-06 15:00:00",3,0,0,2,34.44,40.15,53,16.9979
"3290","2011-08-06 23:00:00",3,0,0,3,28.7,33.335,84,19.0012
"3291","2011-08-07 00:00:00",3,0,0,2,28.7,33.335,84,19.0012
"3298","2011-08-07 07:00:00",3,0,0,1,28.7,33.335,84,12.998
"3302","2011-08-07 11:00:00",3,0,0,1,33.62,41.665,63,0
"3312","2011-08-07 21:00:00",3,0,0,1,29.52,35.605,84,7.0015
"3313","2011-08-07 22:00:00",3,0,0,1,28.7,33.335,89,12.998
"3314","2011-08-07 23:00:00",3,0,0,1,28.7,33.335,79,7.0015
"3315","2011-08-08 00:00:00",3,0,1,1,28.7,33.335,79,7.0015
"3328","2011-08-08 13:00:00",3,0,1,1,34.44,37.88,44,19.9995
"3335","2011-08-08 20:00:00",3,0,1,1,32.8,37.88,55,0
"3340","2011-08-09 01:00:00",3,0,1,1,29.52,34.09,66,0
"3350","2011-08-09 11:00:00",3,0,1,1,32.8,38.635,59,15.0013
"3355","2011-08-09 16:00:00",3,0,1,1,35.26,38.635,39,19.9995
"3363","2011-08-10 00:00:00",3,0,1,1,30.34,33.335,51,15.0013
"3368","2011-08-10 05:00:00",3,0,1,1,27.88,31.82,61,6.0032
"3377","2011-08-10 14:00:00",3,0,1,1,34.44,36.365,34,22.0028
"3379","2011-08-10 16:00:00",3,0,1,1,35.26,37.12,26,19.9995
"3398","2011-08-11 11:00:00",3,0,1,1,31.16,33.335,35,16.9979
"3400","2011-08-11 13:00:00",3,0,1,1,31.16,33.335,31,15.0013
"3403","2011-08-11 16:00:00",3,0,1,1,32.8,34.85,27,12.998
"3405","2011-08-11 18:00:00",3,0,1,1,31.98,34.09,29,6.0032
"3408","2011-08-11 21:00:00",3,0,1,1,28.7,32.575,48,6.0032
"3410","2011-08-11 23:00:00",3,0,1,1,27.06,31.06,50,11.0014
"3415","2011-08-12 04:00:00",3,0,1,1,25.42,31.06,53,8.9981
"3416","2011-08-12 05:00:00",3,0,1,1,24.6,31.06,56,8.9981
"3419","2011-08-12 08:00:00",3,0,1,1,27.88,31.82,39,15.0013
"3425","2011-08-12 14:00:00",3,0,1,1,32.8,34.85,29,12.998
"3429","2011-08-12 18:00:00",3,0,1,1,31.16,34.09,40,19.9995
"3432","2011-08-12 21:00:00",3,0,1,1,28.7,32.575,48,8.9981
"3436","2011-08-13 01:00:00",3,0,0,2,27.88,31.82,57,6.0032
"3437","2011-08-13 02:00:00",3,0,0,1,27.88,31.82,57,0
"3439","2011-08-13 04:00:00",3,0,0,2,26.24,30.305,73,8.9981
"3443","2011-08-13 08:00:00",3,0,0,2,28.7,32.575,65,11.0014
"3447","2011-08-13 12:00:00",3,0,0,2,27.06,29.545,89,11.0014
"3449","2011-08-13 14:00:00",3,0,0,1,30.34,34.85,70,16.9979
"3452","2011-08-13 17:00:00",3,0,0,2,29.52,34.85,74,16.9979
"3457","2011-08-13 22:00:00",3,0,0,2,27.88,31.82,83,26.0027
"3459","2011-08-14 00:00:00",3,0,0,3,27.06,30.305,83,19.9995
"3462","2011-08-14 03:00:00",3,0,0,2,26.24,28.03,94,16.9979
"3463","2011-08-14 04:00:00",3,0,0,3,26.24,28.03,94,12.998
"3480","2011-08-14 21:00:00",3,0,0,3,24.6,27.275,88,32.9975
"3481","2011-08-14 22:00:00",3,0,0,3,24.6,27.275,88,32.9975
"3483","2011-08-15 00:00:00",3,0,1,3,24.6,27.275,88,6.0032
"3485","2011-08-15 02:00:00",3,0,1,2,24.6,28.03,83,0
